"CMTE_ID","CMTE_NM","TRES_NM","CMTE_ST1","CMTE_ST2","CMTE_CITY","CMTE_ST","CMTE_ZIP","CMTE_DSGN","CMTE_TP","CMTE_PTY_AFFILIATION","CMTE_FILING_FREQ","ORG_TP","CONNECTED_ORG_NM","CAND_ID","robin_id","display_name","group","type","id","dataset","dataset_id"
"C00562587","MAYDAY PAC","PAYNE, ERICA","1701 K STREET NW","SUITE 750","WASHINGTON","DC","20006","U","O","","Q","","NONE","","1583200173594609133","MAYDAY PAC","","Committee","C00562587","fec","C00562587"
"C00562595","MORNING IN AMERICA PAC","HASTIE, CHRISSIE","PO BOX 751271","","LAS VEGAS","NV","89136","U","O","","Q","","NONE","","1583200173594675982","MORNING IN AMERICA PAC","","Committee","C00562595","fec","C00562595"
"C00562611","CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN (CDPHP PAC)","ROBERT R HINCKLEY","C/O HINMAN STRAUB","121 STATE STREET","ALBANY","NY","12207","U","N","","Q","C","CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN","","1583200173594414713","CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN (CDPHP PAC)","","Committee","C00562611","fec","C00562611"
"C00562637","COMMITTEE TO ELECT SAM SLOAN","SAM SLOAN","1664 DAVIDSON AVE APT 1B","","BRONX","NY","10453","P","P","DEM","A","","","P20004537","158320017359589021","COMMITTEE TO ELECT SAM SLOAN","DEM","Committee","C00562637","fec","C00562637"
"C00562660","SINCLAIR BROADCAST GROUP PAC","RUTISHAUSER, LUCY","10706 BEAVER DAM ROAD","","COCKEYSVILLE","MD","21030","B","Q","","Q","C","","","158320017359521771","SINCLAIR BROADCAST GROUP PAC","","Committee","C00562660","fec","C00562660"
"C00562777","LATINO VICTORY FUND","SAENZ, ADRIAN","700 14TH STREET NW, 2ND FLOOR","","WASHINGTON","DC","20005","U","W","","M","","LATINO FUND; THE","","1583200173595427218","LATINO VICTORY FUND","","Committee","C00562777","fec","C00562777"
"C00562785","CAMPAIGN FOR JOBS AND OPPORTUNITY","GANTT, CHARLES","C/O BULLDOG COMPLIANCE","138 CONANT ST, SUITE 201","BEVERLY","MA","01915","U","O","","T","","","","1583200173595939913","CAMPAIGN FOR JOBS AND OPPORTUNITY","","Committee","C00562785","fec","C00562785"
"C00562975","THE VALADAO VICTORY FUND","ALLEN, MELISSA","5132 N PALM AVE #227","","FRESNO","CA","93704","J","N","","T","","","H2CA20094","1583200173595716590","THE VALADAO VICTORY FUND","","Committee","C00562975","fec","C00562975"
"C00562983","DEMOCRATIC ACTION","HILL, STEPHEN","1225 EYE STREET NW","SUITE 1100","WASHINGTON","DC","20005","U","N","","M","","DGA ACTION","","1583200173595127362","DEMOCRATIC ACTION","","Committee","C00562983","fec","C00562983"
"C00563007","LEADERSHIP AMERICA PAC - LA","STEVE VERZWYVELT","216 RIVERVIEW DR","","NATCHEZ","LA","71456","U","O","","T","","","","1583200173595361409","LEADERSHIP AMERICA PAC - LA","","Committee","C00563007","fec","C00563007"
"C00563015","AMERICAN SUNTANNING ASSOCIATION PAC","HOLMES, ROGER MR","PO BOX 1907","","JACKSON","MI","49204","U","Q","","Q","T","","","1583200173595185986","AMERICAN SUNTANNING ASSOCIATION PAC","","Committee","C00563015","fec","C00563015"
"C00563072","COEUR MINING, INC. PAC","STELLAR, ADAM","104 S. MICHIGAN AVENUE","","CHICAGO","IL","60603","U","Q","","Q","C","COEUR MINING, INC.","","1583200173595908488","COEUR MINING, INC. PAC","","Committee","C00563072","fec","C00563072"
"C00563155","MONTANANS FOR LIMITED GOVERNMENT","KATHRYN KAY","PO BOX 1154","","LOLO","MT","59847","U","O","","Q","","","","158320017359520248","MONTANANS FOR LIMITED GOVERNMENT","","Committee","C00563155","fec","C00563155"
"C00563247","PROTECTING AMERICA UNDER LAW POLITICAL ACTION COMMITTEE","POWLEY, W. BRIAN","4455 E PARADISE VILLAGE PARKWAY","SUITE 1058","PHOENIX","AZ","85032","U","Q","","Q","","GOSAR","","1583200173595989026","PROTECTING AMERICA UNDER LAW POLITICAL ACTION COMMITTEE","","Committee","C00563247","fec","C00563247"
"C00563254","DEMOCRATIC JEWISH OUTREACH PA","DAVID BROIDA","601 MONTGOMERY AVE #101","","BRYN MAWR","PA","19010","U","Q","","Q","","","","1583200173595775421","DEMOCRATIC JEWISH OUTREACH PA","","Committee","C00563254","fec","C00563254"
"C00563338","SEAGRASS PAC","WATKINS, NANCY H.","610 S. BOULEVARD","","TAMPA","FL","33606","D","N","","Q","","JOLLY","","1583200173595786696","SEAGRASS PAC","","Committee","C00563338","fec","C00563338"
"C00563429","MAKING A SENSIBLE SHIFT IN ELECTIONS (MASSIE PAC)","KEVIN BROGHAMER","PO BOX 821","","NEWPORT","KY","41072","D","N","","Q","","THOMAS H MASSIE","","1583200173595574044","MAKING A SENSIBLE SHIFT IN ELECTIONS (MASSIE PAC)","","Committee","C00563429","fec","C00563429"
"C00563478","DAN CHAPIN FOR CONGRESS","CHAPIN, DAN R MR.","12422 E. AMHERST CIRCLE","","AURORA","CO","80014","P","H","UN","Q","","NONE","H4CO04132","1583200173595839051","DAN CHAPIN FOR CONGRESS","UN","Committee","C00563478","fec","C00563478"
"C00563510","WORKERS AND COMMUNITIES UNITED FOR VILA","JOHN H REYNOLDS","192 CLAREMONT AVE APT 50","","NEW YORK","NY","10027","P","H","GRE","Q","","","","1583200173595952786","WORKERS AND COMMUNITIES UNITED FOR VILA","GRE","Committee","C00563510","fec","C00563510"
"C00563536","FOX FOR PRESIDENT ","CHERUNDA LYNN FOX","PO BOX 20274","","FERNDALE","MI","482200274","P","P","IND","Q","","","P60005303","1583200173595747912","FOX FOR PRESIDENT ","IND","Committee","C00563536","fec","C00563536"
"C00563544","CONSERVATIVE CAUCUS POLITICAL ACTION COMMITTEE THE","CHARLES ORNDORFF","1125 OLD BRIDGE ROAD","","AMISSVILLE","VA","201062142","U","N","","A","","","","1583200173595907796","CONSERVATIVE CAUCUS POLITICAL ACTION COMMITTEE THE","","Committee","C00563544","fec","C00563544"
"C00563577","WIESNER FOR SENATE INC","KRISTY HERL","6750 W 93RD SUITE 220","","OVERLAND PARK","KS","66212","P","S","DEM","Q","","","S0KS00166","1583200173595467496","WIESNER FOR SENATE INC","DEM","Committee","C00563577","fec","C00563577"
"C00563601","SUPPORTING HOUSE PROBLEM SOLVERS - SHP PAC","NICHOLAS R FEMIA","910 17TH ST NW STE 925","","WASHINGTON","DC","20006","D","N","","M","","","","1583200173595935336","SUPPORTING HOUSE PROBLEM SOLVERS - SHP PAC","","Committee","C00563601","fec","C00563601"
"C00563668","JACOB TURK FOR CONGRESS 2014","TURK, DONNA","417 SE ANNETTE STREET","","LEES SUMMIT","MO","64063","P","H","REP","T","","","H6MO05189","1583200173595593433","JACOB TURK FOR CONGRESS 2014","REP","Committee","C00563668","fec","C00563668"
"C00563726","MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC","DUBOIS, MELISSA F.","PO BOX 30844","","BETHESDA","MD","20824","D","Q","","Q","","SMITH","","1583200173595844665","MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC","","Committee","C00563726","fec","C00563726"
"C00563734","KENTUCKY SOYBEAN ASSOCIATION PAC","JONATHAN MILLER","PO BOX 30","","PRINCETON","KY","42445","U","Q","","Q","M","","","1583200173595512594","KENTUCKY SOYBEAN ASSOCIATION PAC","","Committee","C00563734","fec","C00563734"
"C00563825","PROTECT THE HARVEST POLITICAL ACTION COMMITTEE","DUQUETTE, DAVE","480 SOUTHPOINT CIRCLE","","BROWNSBURG","IN","46112","U","O","","Q","","","","1583200173595325267","PROTECT THE HARVEST POLITICAL ACTION COMMITTEE","","Committee","C00563825","fec","C00563825"
"C00563833","ALL PEOPLE FOR AQUASIA CAMPAIGN TO ELECT AQUASIA JOHNSON","AQUASIA U JOHNSON","PO BOX 3156","","WINDERMERE","FL","34786","P","H","DEM","Q","","","","1583200173595620377","ALL PEOPLE FOR AQUASIA CAMPAIGN TO ELECT AQUASIA JOHNSON","DEM","Committee","C00563833","fec","C00563833"
"C00563841","CGB ENTERPRISES INC PAC (CGB PAC)","JOSEPH BARNETT","1127 HIGHWAY 190 EAST SERVICE ROAD","","COVINGTON","LA","704334929","U","N","","Q","C","","","1583200173595968816","CGB ENTERPRISES INC PAC (CGB PAC)","","Committee","C00563841","fec","C00563841"
"C00563874","PEZZULLO FOR SENATOR","NATHAN DAVIDSON","330 MOUNTS CORNER DRIVE","SUITE 111","FREEHOLD","NJ","07728","P","S","REP","Q","","","S4NJ00169","1583200173595684386","PEZZULLO FOR SENATOR","REP","Committee","C00563874","fec","C00563874"
"C00563924","SCHNEIDER NATIONAL INC., TRANSPAC","DUMAS-MAGNIN, SHELLY","3101 S PACKERLAND DRIVE","PO BOX 1475","GREEN BAY","WI","543051475","U","Q","","Q","","","","1583200173595587388","SCHNEIDER NATIONAL INC., TRANSPAC","","Committee","C00563924","fec","C00563924"
"C00563940","RALPH ABRAHAM FOR CONGRESS","ELIAS, CHAD","P.O. BOX 14062","","MONROE","LA","712074062","P","H","REP","Q","","","H4LA05221","1583200173595471352","RALPH ABRAHAM FOR CONGRESS","REP","Committee","C00563940","fec","C00563940"
"C00564013","ALLIANCE FOR A BETTER MINNESOTA FEDERAL PAC","JOE DAVIS","1600 UNIVERSITY AVE W","SUITE 309","SAINT PAUL","MN","55104","U","O","","Q","","","","1583200173595521434","ALLIANCE FOR A BETTER MINNESOTA FEDERAL PAC","","Committee","C00564013","fec","C00564013"
"C00564138","FRIENDS OF LENAR","SATTERFIELD, DAVID","228 S WASHINGTON ST","SUITE 115","ALEXANDRIA","VA","22314","P","H","REP","Q","","","H4LA06179","158320017359512577","FRIENDS OF LENAR","REP","Committee","C00564138","fec","C00564138"
"C00564187","EDUCATE AND INNOVATE PAC","MASCOTT, KAREN MS.","918 PENNSYLVANIA AVE SE","","WASHINGTON","DC","20003","D","Q","","M","","","","1583200173595466842","EDUCATE AND INNOVATE PAC","","Committee","C00564187","fec","C00564187"
"C00564195","ALASKA COMMUNICATIONS FEDERAL PAC","DANNER, LARS","600 TELEPHONE AVENUE","","ANCHORAGE","AK","99503","U","N","","Q","C","NONE","","1583200173595406292","ALASKA COMMUNICATIONS FEDERAL PAC","","Committee","C00564195","fec","C00564195"
"C00564237","INNOVATION NATION PAC","BILL SHIREMAN","430 CORTLAND AVE","","SAN FRANCISCO","CA","94110","U","N","","Q","","","","158320017359573647","INNOVATION NATION PAC","","Committee","C00564237","fec","C00564237"
"C00564245","CLAYTON G WALKER COMMITTEE","CLAYTON G WALKER","PO BOX 682","","RAPID CITY","SD","577090682","P","S","IND","Q","","","S4SD00114","1583200173596797546","CLAYTON G WALKER COMMITTEE","IND","Committee","C00564245","fec","C00564245"
"C00564260","CLEAN PAC","OWENS, STACY","P.O. BOX 151563","","SAN RAFAEL","CA","94915","D","Q","","Q","","","","158320017359678452","CLEAN PAC","","Committee","C00564260","fec","C00564260"
"C00564351","ALL CITIZENS FOR MISSISSIPPI","VANN, JACQUELINE","1750 ELLIS AVE., SUITE 600","","JACKSON","MS","39204","U","O","","A","","","","1583200173596403048","ALL CITIZENS FOR MISSISSIPPI","","Committee","C00564351","fec","C00564351"
"C00564369","LEADERS ONLY UNITE POLITICAL ACTION COMMITTEE (AKA LOU PAC)","CARLIN, ROBERT","PO BOX 2485","","SPRINGFIELD","VA","22152","U","Q","","M","","","","1583200173596620665","LEADERS ONLY UNITE POLITICAL ACTION COMMITTEE (AKA LOU PAC)","","Committee","C00564369","fec","C00564369"
"C00564377","CHUGACH ALASKA CORPORATION PAC (CAC PAC)","HERMES, MELISSA","3800 CENTERPOINT DRIVE","SUITE 1200","ANCHORAGE","AK","99503","U","Q","","Q","C","CHUGACH ALASKA CORPORATION","","1583200173596812345","CHUGACH ALASKA CORPORATION PAC (CAC PAC)","","Committee","C00564377","fec","C00564377"
"C00564385","SUPPORTING UNITED STATES OF AMERICA'S NEXT LEADERS PAC (SUSAN PAC)","MAXWELL, THOMAS FRANCIS III","9425 N MERIDIAN STREET #237","","INDIANAPOLIS","IN","46260","D","Q","","M","","","","1583200173596672649","SUPPORTING UNITED STATES OF AMERICA'S NEXT LEADERS PAC (SUSAN PAC)","","Committee","C00564385","fec","C00564385"
"C00564401","ASHEVILLE TEA PAC","PALFREY, LORETTE H MRS.","218 VINCENT PLACE","","HENDERSONVILLE","NC","28739","U","N","","Q","","NONE","","1583200173596354159","ASHEVILLE TEA PAC","","Committee","C00564401","fec","C00564401"
"C00564435","PRINCIPLED CONSERVATIVES OF COLORADO","KATIE KENNEDY","600 17TH STREET SUITE 2800 SOUTH","","DENVER","CO","80202","U","O","","T","","","","1583200173596770322","PRINCIPLED CONSERVATIVES OF COLORADO","","Committee","C00564435","fec","C00564435"
"C00564468","BRISCOE FOR CONGRESS","KITSON CAMP","1860 FM 359 #320","","RICHMOND","TX","77406","P","H","DEM","Q","","","","158320017359669314","BRISCOE FOR CONGRESS","DEM","Committee","C00564468","fec","C00564468"
"C00564575","VALLEY ELECTRIC ASSOCIATION INC., PAC","STEVE MORRISON","800 E HWY 372","PO BOX 237","PAHRUMP","NV","89048","U","N","","Q","V","","","1583200173596259002","VALLEY ELECTRIC ASSOCIATION INC., PAC","","Committee","C00564575","fec","C00564575"
"C00564658","MAKING INVESTMENTS MAJORITY INSURED PAC","SLATER, JEN","9070 IRVINE CENTER DRIVE, #150","","IRVINE","CA","92618","D","Q","","Q","","MIMI WALTERS","","1583200173596586751","MAKING INVESTMENTS MAJORITY INSURED PAC","","Committee","C00564658","fec","C00564658"
"C00564674","MIMI WALTERS VICTORY FUND","SLATER, JEN","9070 IRVINE CENTER DRIVE, #150","","IRVINE","CA","92618","J","N","","T","","","H4CA45097","1583200173596857918","MIMI WALTERS VICTORY FUND","","Committee","C00564674","fec","C00564674"
"C00564690","CAPA21- FEDERAL","LEWIS, DENISE","5429 MADISON AVENUE","","SACRAMENTO","CA","95841","U","Q","","Q","","","","1583200173596365313","CAPA21- FEDERAL","","Committee","C00564690","fec","C00564690"
"C00564716","GROW WV INC","SCOTT, MARK","PO BOX 2195","","ELKINS","WV","26241","U","O","","Q","","NONE","","1583200173596919733","GROW WV INC","","Committee","C00564716","fec","C00564716"
"C00564765","FREEDOM PARTNERS ACTION FUND, INC.","VARBAN, ALEX","2300 WILSON BLVD.","STE. 500","ARLINGTON","VA","22201","U","O","","T","","","","1583200173596750085","FREEDOM PARTNERS ACTION FUND, INC.","","Committee","C00564765","fec","C00564765"
"C00564799","POPULATION CONNECTION ACTION FUND PAC  PCAF PAC","OROZCO-MARQUEZ, MARIA","2120 L ST NW SUITE 500","","WASHINGTON","DC","200371534","U","Q","","Q","","POPULATION CONNECTION ACTION FUND","","1583200173596360816","POPULATION CONNECTION ACTION FUND PAC  PCAF PAC","","Committee","C00564799","fec","C00564799"
"C00564807","TAYLOR MORRISON INC. BUILDING STRONG BUSINESS PAC","CONE, DAVID","4900 NORTH SCOTTSDALE RD STE 2000","","SCOTTSDALE","AZ","85251","U","Q","","Q","C","TAYLOR MORRISON INC.","","158320017359683218","TAYLOR MORRISON INC. BUILDING STRONG BUSINESS PAC","","Committee","C00564807","fec","C00564807"
"C00564815","FREEDOM AND LIBERTY DICKSON COUNTY GOP","WILLIAMS, TED H MR.","719 EAST COLLEGE STREET","","DICKSON","TN","37055","U","N","","Q","","NONE","","1583200173596264121","FREEDOM AND LIBERTY DICKSON COUNTY GOP","","Committee","C00564815","fec","C00564815"
"C00564823","RPG PAC","SCHIAZZA, LOUIS","1140 CONNECTICUT AVE NW SUITE 510","","WASHINGTON","DC","20036","B","N","","Q","","NONE","","1583200173596209288","RPG PAC","","Committee","C00564823","fec","C00564823"
"C00564880","AMERICAN PROGRESSIVE COMMITTEE-ERIC SCOTT CAVANAGH","ERIC CAVANAGH","19 COLONIAL CIRCLE","","NORTHEAST","MD","21901","P","P","REP","Q","","","P40003584","1583200173596270481","AMERICAN PROGRESSIVE COMMITTEE-ERIC SCOTT CAVANAGH","REP","Committee","C00564880","fec","C00564880"
"C00564948","PAUL SPAIN FOR CONGRESS","PIKE, JANE C","1825 NW CORPORATE BLVD.","SUITE 110","BOCA RATON","FL","33431","P","H","REP","T","","","H4FL22110","1583200173596547242","PAUL SPAIN FOR CONGRESS","REP","Committee","C00564948","fec","C00564948"
"C00564997","DIRECT SELLING EMPOWERS AMERICANS","ADOLFO FRANCO","1667 K ST NW","SUITE 1100","WASHINGTON","DC","20006","U","O","","Q","","","","1583200173596996719","DIRECT SELLING EMPOWERS AMERICANS","","Committee","C00564997","fec","C00564997"
"C00565077","STIVERS VICTORY COMMITTEE","YUSKEWICH, J. MATTHEW","4679 WINTERSET DRIVE","","COLUMBUS","OH","43220","J","N","","Q","","NONE","H8OH15076","1583200173596557937","STIVERS VICTORY COMMITTEE","","Committee","C00565077","fec","C00565077"
"C00565085","MAYOCK FOR CONGRESS","FREDERICK MAYOCK","83 YORKTOWN DRIVE","","SPRINGFIELD","MA","01108","P","H","IND","Q","","","H4MA01059","1583200173596713762","MAYOCK FOR CONGRESS","IND","Committee","C00565085","fec","C00565085"
"C00565200","VAUGHN 4 AMERICA","AMBER CISSE","PO BOX 11845","","BALTIMORE","MD","21207","P","H","REP","Q","","","H4MD07074","1583200173596482413","VAUGHN 4 AMERICA","REP","Committee","C00565200","fec","C00565200"
"C00565218","TRAMMELL FOR CONGRESS","IRVING, DAVID J","PO BOX 427","","MINERAL","VA","23117","P","H","DEM","Q","","","H4VA07150","1583200173596353723","TRAMMELL FOR CONGRESS","DEM","Committee","C00565218","fec","C00565218"
"C00565226","DEMOCRATS MAKING PROGRESS PAC DMP JR PAC","KRISTIN HUDOCK","5802 ROOSEVELT STREET","","BETHESDA","MD","20817","D","N","","Q","","","","1583200173596356995","DEMOCRATS MAKING PROGRESS PAC DMP JR PAC","","Committee","C00565226","fec","C00565226"
"C00565259","NATIONAL LEAGUE OF TAXPAYERS PAC","GARY PAUMEN","3237 WYNFORD DR","","FAIRFAX","VA","22031","U","Q","","Q","M","","","1583200173596462167","NATIONAL LEAGUE OF TAXPAYERS PAC","","Committee","C00565259","fec","C00565259"
"C00565309","MITSUBISHI HITACHI POWER SYSTEMS AMERICAS, INC POLITICAL ACTION COMMITTEE 'MITSUBISHI GROUP COMPANIES PAC'","MITRA, ARUNAVA","1025 CONNECTICUT AVE NW","SUITE 1204","WASHINGTON","DC","20036","B","N","","Q","C","MITSUBISHI HITACHI POWER SYSTEMS AMERICAS, INC","","1583200173596468436","MITSUBISHI HITACHI POWER SYSTEMS AMERICAS, INC POLITICAL ACTION COMMITTEE 'MITSUBISHI GROUP COMPANIES PAC'","","Committee","C00565309","fec","C00565309"
"C00565366","JOHN MILLS FOR CONGRESS","ADAMS, CHRISTOPHER","9059 ORLANDO AVENUE","","NAVARRE","FL","32566","P","H","REP","Q","","NONE","H6FL01143","1583200173596430510","JOHN MILLS FOR CONGRESS","REP","Committee","C00565366","fec","C00565366"
"C00565374","CURBELO VICTORY COMMITTEE","KILGORE, PAUL","824 S MILLEDGE AVE STE 101","","ATHENS","GA","30605","J","N","","T","","","H4FL26038","1583200173596389646","CURBELO VICTORY COMMITTEE","","Committee","C00565374","fec","C00565374"
"C00565465","MR SMITH FOR CONGRESS","SCOTT A SMITH","PO BOX 354","","GOSHEN","NY","10924","P","H","NNE","Q","","","H4NY18109","1583200173596486074","MR SMITH FOR CONGRESS","NNE","Committee","C00565465","fec","C00565465"
"C00565523","JOHN WEBB FOR CONGRESS","TRICIA ADAMS","23906 S STATE RTE D","","CLEVELAND","MO","64734","P","H","REP","Q","","","H4MO04138","1583200173596997420","JOHN WEBB FOR CONGRESS","REP","Committee","C00565523","fec","C00565523"
"C00565614","CONCRETE REINFORCING STEEL INSTITUTE PAC (REBAR PAC)","MARTIN, JOHN","933 N PLUM GROVE RD","","SCHAUMBURG","IL","60173","U","N","","Q","T","CONCRETE REINFORCING STEEL INSTITUTE","","1583200173597263789","CONCRETE REINFORCING STEEL INSTITUTE PAC (REBAR PAC)","","Committee","C00565614","fec","C00565614"
"C00565622","R KLEPINGER FOR CONGRESS","ROBERT P KLEPINGER","2483 DIVISION AVE","","DAYTON","OH","45414","P","H","DEM","Q","","","H4OH10167","1583200173597378301","R KLEPINGER FOR CONGRESS","DEM","Committee","C00565622","fec","C00565622"
"C00565630","MAINTAINING ALL REPUBLICANS IN OFFICE PAC","ROSEMARY CANALS","8724 SUNSET DRIVE","#421","MIAMI","FL","33173","D","N","","Q","","","","1583200173597919226","MAINTAINING ALL REPUBLICANS IN OFFICE PAC","","Committee","C00565630","fec","C00565630"
"C00565689","PROSPERITY FOR PENNSYLVANIA INC.","DION, MARK","P O BOX 25912","","ALEXANDRIA","VA","22313","U","O","","Q","","NONE","","158320017359796061","PROSPERITY FOR PENNSYLVANIA INC.","","Committee","C00565689","fec","C00565689"
"C00565754","DEBORAH KIMZEY COMMITTEE TO ELECT","DEBORAH KIMZEY","9239 WANNABE ROAD","","BRYAN","TX","778086735","P","P","IND","Q","","","","1583200173597343488","DEBORAH KIMZEY COMMITTEE TO ELECT","IND","Committee","C00565754","fec","C00565754"
"C00565846","IOWA VALUES","LAOR, EYTAN","3101 INGERSOLL AVENUE","","DES MOINES","IA","50312","U","O","","Q","","NONE","","1583200173597353191","IOWA VALUES","","Committee","C00565846","fec","C00565846"
"C00565887","ARTERO FOR CONGRESS","MATTHEW PASCUAL ARTERO","292 CHALAN MACAJNA","","AGANA HEIGHTS","GU","96932","P","H","DEM","Q","","","","1583200173597124566","ARTERO FOR CONGRESS","DEM","Committee","C00565887","fec","C00565887"
"C00565929","BUTTE COUNTY DEMOCRATIC CENTRAL COMMITTEE","LEWIS, DENISE","5429 MADISON AVENUE","","SACRAMENTO","CA","95841","U","X","DEM","Q","","","","1583200173597279185","BUTTE COUNTY DEMOCRATIC CENTRAL COMMITTEE","DEM","Committee","C00565929","fec","C00565929"
"C00566000","SCOT JOHN TOMASZEWSKI FOR CONGRESS","PAUL VERNA","829 BEECHWOOD AVENUE","","CHERRY HILL","NJ","08002","P","H","DEM","Q","","NONE","H4NJ01142","1583200173597170939","SCOT JOHN TOMASZEWSKI FOR CONGRESS","DEM","Committee","C00566000","fec","C00566000"
"C00566042","FRIENDS OF MEDICAL RESEARCH POLITICAL ACTION COMMITTEE","COLLINS, KATHERINE M","300 NEW JERSEY AVE, NW","STE 900","WASHINGTON","DC","20001","B","Q","","M","","NONE","","1583200173597686124","FRIENDS OF MEDICAL RESEARCH POLITICAL ACTION COMMITTEE","","Committee","C00566042","fec","C00566042"
"C00566059","NEW ENERGY PAC","PANDELL, JEROME","P.O. BOX 2998","","DUBLIN","CA","94568","D","Q","","M","","SWALWELL, ERIC","","1583200173597775399","NEW ENERGY PAC","","Committee","C00566059","fec","C00566059"
"C00566067","HIGHER HEIGHTS FOR AMERICA PAC","HASONI PRATTS","147 PRINCE STREET","SUITE 34","BROOKLYN","NY","11201","U","Q","","M","M","","","1583200173597190224","HIGHER HEIGHTS FOR AMERICA PAC","","Committee","C00566067","fec","C00566067"
"C00566117","REPUBLICANS IN CONGRESS EMPOWERING AMERICA","LISKER, LISA","228 S WASHINGTON STREET","STE 115","ALEXANDRIA","VA","22314","D","Q","","Q","","","","1583200173597945354","REPUBLICANS IN CONGRESS EMPOWERING AMERICA","","Committee","C00566117","fec","C00566117"
"C00566133","TAMMY BALDWIN VICTORY COMMITTEE","JOHN W MILLER","PO BOX 696","","MADISON","WI","53701","J","N","","Q","","","H8WI00018","1583200173597913193","TAMMY BALDWIN VICTORY COMMITTEE","","Committee","C00566133","fec","C00566133"
"C00566174","TEA PARTY MAJORITY FUND","MACKENZIE, SCOTT B","2776 S ARLINGTON MILL DR #806","","ARLINGTON","VA","22206","U","Q","","Q","","","","1583200173597624296","TEA PARTY MAJORITY FUND","","Committee","C00566174","fec","C00566174"
"C00566182","LEADERSHIP PROJECT FOR AMERICA PAC","REEL, ANTON E. III","100 FRONT STREET, SUITE 900","ONE TOWER BRIDGE","WEST CONSHOHOCKEN","PA","19428","U","O","","Q","","NONE","","1583200173597161467","LEADERSHIP PROJECT FOR AMERICA PAC","","Committee","C00566182","fec","C00566182"
"C00566232","FRIENDS OF DOUG BASLER","ADKINS, DOROTHY","PO BOX 6145","","KENT","WA","98064","P","H","REP","Q","","NONE","H4WA09061","1583200173597293929","FRIENDS OF DOUG BASLER","REP","Committee","C00566232","fec","C00566232"
"C00566356","ZETZER FOR CONGRESS","BENJAMIN COLAS","3718 GLENCAIRN RD UPPR","","SHAKER HEIGHTS","OH","441225033","P","H","REP","Q","","","","1583200173597534710","ZETZER FOR CONGRESS","REP","Committee","C00566356","fec","C00566356"
"C00566372","STATE CONSERVATIVE REFORM ACTION PAC (SCRAP)","MARSTON, CHRIS","10532 ASHBURN RD","","NORTH CHESTERFIELD","VA","23235","U","O","","T","","","","1583200173597502283","STATE CONSERVATIVE REFORM ACTION PAC (SCRAP)","","Committee","C00566372","fec","C00566372"
"C00566463","THE PRINCIPLES PROJECT","ROWLEY, JOHN","1440 BEDDINGTON PARK","","NASHVILLE","TN","37215","U","O","","Q","","NONE","","1583200173597901106","THE PRINCIPLES PROJECT","","Committee","C00566463","fec","C00566463"
"C00566497","RICKPAC","GERDES, STANLEY","PO BOX 2735","","AUSTIN","TX","78768","U","Q","","Q","","NONE","","1583200173597692729","RICKPAC","","Committee","C00566497","fec","C00566497"
"C00566521","NEW BELGIUM BREWING COMPANY INC - FEDERAL PAC NEW BELGIUM FEDERAL PAC","DANIELLE MCLARNON","500 LINDEN ST","","FORT COLLINS","CO","80524","U","N","","T","C","","","1583200173597676388","NEW BELGIUM BREWING COMPANY INC - FEDERAL PAC NEW BELGIUM FEDERAL PAC","","Committee","C00566521","fec","C00566521"
"C00566547","LEAHY GREEN MOUNTAIN COMMITTEE","ZAMORE, JUDITH","PO BOX 1142","","MONTPELIER","VT","05601","J","N","","Q","","NONE","S4VT00017","158320017359731685","LEAHY GREEN MOUNTAIN COMMITTEE","","Committee","C00566547","fec","C00566547"
"C00566562","BACKPAC","BUCHANAN, KATHERINE","1751 POTOMAC GREENS DRIVE","","ALEXANDRIA","VA","223146233","D","Q","","Q","","","","1583200173597361805","BACKPAC","","Committee","C00566562","fec","C00566562"
"C00566596","WA FILM PAC","JOANNE ORT","1325 4TH AVE","SUITE 1700","SEATTLE","WA","98101","U","N","","Q","","","","1583200173597717541","WA FILM PAC","","Committee","C00566596","fec","C00566596"
"C00566752","READY FOR WARREN PRESIDENTIAL DRAFT CAMPAIGN","SAGRANS, ERICA","PO BOX 479274","","CHICAGO","IL","60647","U","O","","T","","","","1583200173597120166","READY FOR WARREN PRESIDENTIAL DRAFT CAMPAIGN","","Committee","C00566752","fec","C00566752"
"C00566760","RAYONIER ADVANCED MATERIALS INC GOOD GOVERNMENT COMMITTEE","ROLLINS, JARED T.","1301 RIVERPLACE BOULEVARD STE 2300","","JACKSONVILLE","FL","32207","U","Q","","Q","C","RAYONIER ADVANCED MATERIALS INC.","","1583200173597153214","RAYONIER ADVANCED MATERIALS INC GOOD GOVERNMENT COMMITTEE","","Committee","C00566760","fec","C00566760"
"C00566802","KEY STATES","ROBERT P VISSER","1025 CONNECTICUT AVE NW SUITE 1000","","WASHINGTON","DC","20036","B","O","","Q","","","","1583200173597748841","KEY STATES","","Committee","C00566802","fec","C00566802"
"C00566851","JOBS OPPORTUNITY AND NEW IDEAS PAC","HOBBS, CABELL","PO BOX 93441","","DES MOINES","IA","50393","D","Q","","M","","","","1583200173597426592","JOBS OPPORTUNITY AND NEW IDEAS PAC","","Committee","C00566851","fec","C00566851"
